Date,SMA7,SMA21,EMA7,EMA21,MACD,MACD_signal,RSI,ADX,BB_upper,BB_middle,BB_lower,Stochastic_Oscillator,Williams_R,Price_ROC,OBV,Label
2013-10-14,17.35897030447882,17.11823333800142,17.376426116793073,17.263430779804995,0.08547791563418983,0.057424551307645365,64.96485037021014,22.293429547707877,17.135411368092058,17.673602510950975,16.59722022523314,83.81166040296957,-16.18833959703044,1.8562434658868425,11590853366.668955,-1
2013-10-15,17.405029196786472,17.15781949439431,17.433815092704652,17.29457180168085,0.10209461477013093,0.06635856400014248,67.83998729936673,23.01670613650885,17.184675490852307,17.70548600424116,16.663864977463454,84.1140170272864,-15.88598297271361,2.290058390262862,11882112956.452652,-1
2013-10-16,17.457719378572587,17.208892045341855,17.498667103311682,17.33081283199466,0.12090932991177183,0.07726871718246836,70.4460533046168,24.042617516668393,17.238676444289364,17.734647615299867,16.74270527327886,87.86338068845433,-12.136619311545672,3.1295318193041184,12161325029.301239,-1
2013-10-17,17.530663656509947,17.2649591457024,17.571653620974526,17.372612863082697,0.14204132544325887,0.09022323883462646,73.06960672434042,25.33314762561577,17.293727105973257,17.777973871918963,16.80948034002755,91.93206763026893,-8.06793236973107,3.208415682876406,12432851440.29525,-1
2013-10-18,17.615857308798386,17.322874481433292,17.655195713389396,17.421086420132816,0.16616947454916797,0.10541248597753478,75.80577046147383,26.938771464386466,17.354483991347415,17.825577648894857,16.883390333799973,94.52114050904407,-5.478859490955925,3.4326390115962577,12710082527.991058,-1
2013-10-21,17.724043934387453,17.390940736769625,17.771415696345503,17.484630895140178,0.20027108547271055,0.12438420587656994,79.89648043837467,29.162638505566015,17.413470958707595,17.95285378993482,16.87408812748037,93.82329165958947,-6.176708340410527,4.755475334297588,13023576329.378124,-1
2013-10-22,17.84119294758754,17.45350037473881,17.89208394609989,17.554581604251347,0.2353970799634837,0.1465867806939527,81.95199106945392,31.703528460096074,17.471245762632794,18.102973622198295,16.839517903067293,89.0962374380837,-10.903762561916295,5.6152689158065625,13403241070.34907,-1
2013-10-23,17.967462595180347,17.515588036103438,18.019671335954005,17.63165904982089,0.2720686322409769,0.17168315100335754,83.91281112309501,34.281651867011654,17.534954192885316,18.26484458215415,16.80506380361648,92.4506621154614,-7.5493378845386,6.222681012034751,13763123349.028732,-1
2013-10-24,18.10671363356437,17.584753483182563,18.159938324247392,17.71793907157604,0.3119232313534006,0.19973116707336616,85.89625792375196,36.93095313930469,17.604026889258613,18.446555471244622,16.761498307272603,94.77701635294262,-5.222983647057364,7.527406352494942,14130470384.104496,-1
2013-10-25,18.242225107416306,17.653444820822312,18.280404606209622,17.80192674253243,0.34446487919849744,0.22867790949839242,86.50969203369607,39.55992203882954,17.675525998689526,18.610425409942934,16.740626587436118,91.80328458997572,-8.196715410024286,7.697158276275423,14488950908.65753,-1
